Station,Soil_2,PARCUM,Total_Pre_all_CS,Total_EP_all_CS,Total_Ref_ET_all_CS,Total_Rice_CWR_all_CS,Total_IWR_all_CS,Mean_Ari_Index_all_CS,Num_DD,Number_DS,Mean_lenght_DS,Max_lenght_DS,Num_WD,Number_WS,Mean_Intensity,Mean_lenght_WS,Max_lenght_WS,Num_HD_Tmax,Num_HW_Tmax,Mean_lenght_HW_Tmax,Max_lenght_HW_Tmax,Num_HD_Tmin,Num_HW_Tmin,Mean_lenght_HW_Tmin,Max_lenght_HW_Tmin,Yield
4_Huila_Villavieja,Loam,464.38,359.5,147.266,725.505,817.54,670.274,0.491,82,5,11,18,34,3,8.681,6,9,37,5,6,9,52,7,5,6,5923.2
4_Huila_Villavieja,Loam,475.45,338.7,141.699,732.909,828.232,686.533,0.469,85,6,10,18,31,2,9.439,6,9,41,5,7,9,53,8,4,6,5920.8
4_Huila_Villavieja,Loam,445.49,933.2,260.386,710.167,800.219,539.833,1.197,64,4,6,6,51,7,22.545,4,10,7,0,0,0,18,1,3,3,6074.6
4_Huila_Villavieja,Loam,460.04,917.2,260.711,724.586,815.99,555.279,1.143,65,4,6,7,51,7,21.53,4,10,6,0,0,0,15,0,0,0,6435.2
4_Huila_Villavieja,Loam,468.26,956.7,268.974,722.653,816.739,547.765,1.228,64,4,6,7,51,7,21.53,4,10,5,0,0,0,12,0,0,0,6593.5
4_Huila_Villavieja,Loam,441.67,353.1,125.92,733.308,823.468,697.548,0.453,91,6,11,22,25,2,7.1,4,4,26,1,8,8,39,6,4,8,6041
4_Huila_Villavieja,Loam,469.97,356.3,136.278,744.428,837.22,700.942,0.453,88,5,12,22,28,2,7.1,4,4,29,2,8,9,42,7,4,8,6491.7
4_Huila_Villavieja,Loam,493.64,352.2,136.516,747.22,843.99,707.474,0.448,89,5,12,22,27,2,8.61,4,5,31,2,8,9,44,7,4,8,6745.9
4_Huila_Villavieja,Loam,475.19,537.8,195.34,752.569,844.515,649.175,0.669,75,5,9,15,42,5,11.36,5,6,41,2,9,13,40,3,4,4,6135.5
4_Huila_Villavieja,Loam,492.7,480.7,175.543,774.442,868.065,692.522,0.6,81,6,9,15,37,4,11.637,4,5,48,2,14,24,43,4,4,4,6549.5
4_Huila_Villavieja,Loam,500.41,482.9,164.883,781.555,878.439,713.556,0.616,84,6,10,16,34,4,11.902,4,5,53,3,12,27,46,5,4,5,6413.5
4_Huila_Villavieja,Loam,409.77,533.9,146.02,697.951,784.706,638.686,0.704,89,9,8,17,26,1,25.975,4,4,18,2,6,6,55,8,4,6,5690.7
4_Huila_Villavieja,Loam,423.37,442.4,129.73,707.959,796.927,667.197,0.568,90,9,9,15,25,1,25.975,4,4,20,2,6,7,52,7,4,6,5981.3
4_Huila_Villavieja,Loam,440.34,457,139.619,706.447,798.095,658.476,0.595,87,10,8,14,28,2,15.454,4,4,21,3,5,7,54,7,5,6,5871.6
4_Huila_Villavieja,Loam,435.89,385,147.92,715.638,806.833,658.913,0.503,83,6,10,19,32,2,9.575,4,4,22,3,4,5,40,6,4,5,6063.5
4_Huila_Villavieja,Loam,446.45,365.1,140.093,723.904,816.03,675.937,0.469,85,6,10,19,30,2,9.575,4,4,23,3,4,5,40,6,4,5,6288.7
4_Huila_Villavieja,Loam,461.25,382.9,144.009,726.97,820.775,676.766,0.482,84,6,9,19,31,2,9.575,4,4,22,3,4,5,37,6,4,5,6326.1
4_Huila_Villavieja,Loam,446.73,530.8,150.702,711.366,799.863,649.161,0.691,89,5,11,23,27,0,NA,NA,NA,18,1,9,9,48,7,4,6,6048.5
4_Huila_Villavieja,Loam,453.05,607.9,165.376,709.16,799.892,634.516,0.812,87,5,11,23,29,1,24.5,4,4,13,1,3,3,49,7,4,8,6179
4_Huila_Villavieja,Loam,458.05,571.6,157.3,712.767,805.213,647.913,0.755,88,5,11,23,28,1,24.5,4,4,11,0,0,0,46,6,4,8,6421.5
4_Huila_Villavieja,Loam,500.49,488.4,171.173,778.506,871.739,700.566,0.589,84,5,11,25,34,3,14.811,4,5,28,3,5,8,23,1,3,3,6846.1
4_Huila_Villavieja,Loam,520.36,453.5,161.71,799.161,894.257,732.547,0.541,87,5,11,25,32,2,12.283,4,5,34,4,6,8,22,1,3,3,7110.8
4_Huila_Villavieja,Loam,532.81,397,139.699,809.062,907.517,767.818,0.477,91,5,13,25,28,2,12.283,4,5,42,5,6,9,27,1,3,3,7081.8
4_Huila_Villavieja,Loam,506.35,618.8,210.356,777.132,868.954,658.598,0.791,79,4,9,12,41,3,14.517,4,6,18,2,4,4,13,1,3,3,7022.2
4_Huila_Villavieja,Loam,515.46,570.9,200.355,778.768,872.234,671.879,0.743,80,5,9,12,40,3,14.517,4,6,14,1,4,4,11,1,3,3,7277.8
4_Huila_Villavieja,Loam,519.5,572.3,193.272,782.207,878.098,684.826,0.757,82,6,9,12,37,3,14.517,4,6,14,1,4,4,11,1,3,3,7393
4_Huila_Villavieja,Loam,470.83,533.5,170.698,749.89,844.565,673.867,0.667,81,5,11,24,35,4,20.238,4,4,20,1,3,3,33,3,3,3,6037.5
4_Huila_Villavieja,Loam,485.63,461.7,156.639,763.316,859.042,702.403,0.55,85,5,12,24,32,3,14.361,4,4,21,1,3,3,33,3,3,3,6651.2
4_Huila_Villavieja,Loam,495.52,493.5,173.806,769.98,867.427,693.621,0.579,81,5,12,24,36,4,14.171,4,4,25,1,3,3,32,3,3,3,6746.1
4_Huila_Villavieja,Loam,547.74,332.2,117.994,842.191,939.428,821.434,0.348,93,10,7,10,28,0,NA,NA,NA,40,5,5,8,19,1,4,4,7282.1
4_Huila_Villavieja,Loam,563.05,355.2,120.756,849.332,948.114,827.358,0.387,94,9,8,18,27,0,NA,NA,NA,39,4,6,14,21,1,4,4,7360
4_Huila_Villavieja,Loam,575.53,397.4,119.824,853.592,953.985,834.161,0.448,96,9,8,18,25,0,NA,NA,NA,43,4,7,14,23,1,4,4,7465.4
4_Huila_Villavieja,Loam,497.61,539.7,190.386,804.529,898.416,708.03,0.61,77,6,7,11,43,4,6.299,5,8,17,2,6,6,17,1,3,3,6761.3
4_Huila_Villavieja,Loam,486.67,555.2,187.286,781.362,876.528,689.242,0.659,79,7,7,11,40,3,6.374,5,8,10,1,5,5,17,1,3,3,6641.8
4_Huila_Villavieja,Loam,486.94,518.4,172.041,760.316,856.293,684.252,0.638,81,8,6,11,37,3,5.839,4,5,4,0,0,0,18,1,3,3,6586.6
4_Huila_Villavieja,Loam,479.93,478.1,160.489,737.878,829.955,669.466,0.64,84,6,9,24,33,4,19.327,3,4,10,0,0,0,24,2,3,3,6444.1
4_Huila_Villavieja,Loam,490.34,471.7,156.308,754.488,847.638,691.33,0.628,88,6,10,24,30,3,24.614,3,4,11,0,0,0,24,2,3,3,6859.2
4_Huila_Villavieja,Loam,501.23,474.1,163.395,761.384,856.279,692.884,0.641,86,6,10,24,32,3,24.614,3,4,10,0,0,0,21,1,3,3,7036.9
4_Huila_Villavieja,Loam,488.56,477.4,130.095,765.483,857.147,727.052,0.64,96,7,10,18,23,2,30.483,3,3,13,2,4,5,23,2,3,3,6822.5
4_Huila_Villavieja,Loam,502.38,510.9,130.097,772.089,865.46,735.363,0.679,97,8,9,16,22,2,36.35,3,3,16,2,4,5,25,2,3,3,6929.8
4_Huila_Villavieja,Loam,516.54,510.9,130.097,776.184,870.557,740.46,0.677,97,8,9,16,22,2,36.35,3,3,19,2,6,10,28,2,3,3,7094.4
4_Huila_Villavieja,Loam,414.48,724.1,183.668,714.772,799.671,616.003,0.966,88,8,7,19,29,2,21.796,4,4,25,3,7,9,43,4,4,7,5544.2
4_Huila_Villavieja,Loam,424.93,720.7,180.86,701.538,788.093,607.233,0.974,88,7,8,19,28,2,21.796,4,4,20,3,5,6,45,4,4,7,5786.5
4_Huila_Villavieja,Loam,439.06,677.5,168.268,693.297,782.574,614.306,0.932,89,6,10,19,26,2,21.796,4,4,17,2,4,6,45,5,4,7,6054.9
4_Huila_Villavieja,Loam,486.81,594.8,156.229,780.415,873.411,717.182,0.749,93,7,9,22,25,1,41.467,3,3,49,6,7,19,40,4,5,7,6535.4
4_Huila_Villavieja,Loam,508.72,587,150.81,798.022,892.687,741.877,0.744,95,6,11,33,24,1,41.467,3,3,51,5,9,26,36,3,6,7,6804.6
4_Huila_Villavieja,Loam,521.27,609.6,159.189,798.844,896.404,737.215,0.784,94,5,12,37,25,1,41.467,3,3,50,4,11,26,37,3,6,7,6538.8
4_Huila_Villavieja,Loam,442.31,426.3,150.036,700.912,789.405,639.369,0.54,86,5,11,19,30,3,17.389,3,4,18,1,3,3,55,9,4,6,5703.5
4_Huila_Villavieja,Loam,458.89,354,125.401,723.694,814.512,689.111,0.434,91,5,13,22,25,3,17.389,3,4,28,2,7,11,56,8,4,6,5926.2
4_Huila_Villavieja,Loam,469.08,365.7,131.517,735.202,829.039,697.522,0.452,90,4,16,26,26,3,17.389,3,4,36,2,12,21,60,9,4,6,5931
4_Huila_Villavieja,Loam,455.2,463,169.227,726.279,818.241,649.014,0.61,79,5,11,21,37,7,12.379,4,6,22,2,4,4,55,5,7,10,5860.7
4_Huila_Villavieja,Loam,464.29,408.5,149.323,731.692,826.066,676.743,0.542,82,5,13,21,33,6,9.331,4,6,29,3,6,10,60,6,6,10,6155.4
4_Huila_Villavieja,Loam,481.74,295.9,127.349,740.962,837.459,710.11,0.398,86,5,13,21,30,4,9.212,4,6,31,3,6,11,63,6,7,10,6037.1
4_Huila_Villavieja,Loam,508.48,761.4,244.672,787.806,882.738,638.066,0.863,64,3,9,11,54,5,12.608,4,8,36,4,4,5,23,2,6,7,6962.6
4_Huila_Villavieja,Loam,522.83,763.4,239.521,801.4,898.795,659.274,0.854,66,3,10,13,53,5,12.608,4,8,35,4,5,7,20,2,6,7,7245
4_Huila_Villavieja,Loam,543.39,645.9,212.456,813.409,913.143,700.687,0.715,70,4,10,13,49,5,12.608,4,8,43,5,6,10,23,2,6,7,7356.4
4_Huila_Villavieja,Loam,489.12,637.9,211.365,775.865,866.604,655.239,0.747,76,5,7,8,44,3,12.244,5,6,29,3,5,8,18,0,0,0,6924.2
4_Huila_Villavieja,Loam,501.38,573.4,207.913,777.7,868.534,660.621,0.672,75,4,7,8,45,3,12.244,5,6,30,3,6,10,16,0,0,0,6849.4
4_Huila_Villavieja,Loam,510.66,545.1,193.908,781.032,874.296,680.388,0.644,79,4,8,9,40,2,15.75,4,6,36,3,9,19,19,0,0,0,6803.9
4_Huila_Villavieja,Loam,480.66,699.3,212.079,752.729,843.1,631.021,0.862,76,6,8,15,42,7,14.93,4,5,10,1,5,5,20,2,3,3,7033.6
4_Huila_Villavieja,Loam,490.59,627.4,193.729,750.048,842.308,648.579,0.781,79,6,9,15,39,6,13.502,4,5,4,0,0,0,18,1,3,3,7094.4
4_Huila_Villavieja,Loam,505.28,533.7,164.923,759.834,854.45,689.527,0.654,85,6,10,20,33,5,12.587,4,5,8,1,3,3,16,1,3,3,7151.8
4_Huila_Villavieja,Loam,465.59,439,188.929,733.705,822.97,634.041,0.544,75,3,12,24,43,6,9.598,4,5,8,1,4,4,17,1,3,3,6663
4_Huila_Villavieja,Loam,477.54,471,197.454,742.854,834.043,636.589,0.589,73,3,12,24,45,6,9.598,4,5,8,1,4,4,16,1,3,3,7058.4
4_Huila_Villavieja,Loam,489.37,429.7,180.624,748.157,841.294,660.67,0.526,77,4,10,24,41,5,10.691,4,5,10,1,4,4,16,1,3,3,7109.3
4_Huila_Villavieja,Loam,499.72,464,153.982,799.069,894.747,740.765,0.516,85,5,11,24,33,4,13.619,4,4,59,7,7,19,40,4,4,8,6466.7
4_Huila_Villavieja,Loam,519.63,440.7,150.335,807.238,904.021,753.686,0.485,87,5,11,24,32,4,13.619,4,4,56,7,7,19,35,2,3,3,6910
4_Huila_Villavieja,Loam,525.79,449.4,157.576,808.011,907.427,749.851,0.496,85,4,12,24,34,4,13.619,4,4,58,7,7,19,38,3,4,6,6750.6
4_Huila_Villavieja,Loam,502.76,332.9,139.871,776.082,868.142,728.271,0.398,86,6,8,9,33,2,11.867,3,3,16,3,3,4,10,0,0,0,7066.8
4_Huila_Villavieja,Loam,520.48,327.8,136.191,794.13,888.536,752.345,0.379,86,6,8,9,33,2,11.867,3,3,21,3,3,4,9,0,0,0,7356.7
4_Huila_Villavieja,Loam,532.42,506.2,165.235,793.856,891.352,726.117,0.611,83,6,8,9,36,3,14.089,3,3,19,2,4,4,6,0,0,0,7391.1
4_Huila_Villavieja,Loam,458.03,377,156.45,739.858,831.643,675.193,0.453,81,5,10,18,36,5,10.34,3,4,29,5,4,8,29,2,7,9,6041.9
4_Huila_Villavieja,Loam,462.29,347.8,141.575,739.828,832.174,690.599,0.418,84,6,10,18,33,5,10.34,3,4,27,5,4,8,36,3,6,9,6080
4_Huila_Villavieja,Loam,464.15,326.8,129.438,732.533,826.736,697.298,0.394,86,8,8,18,30,5,10.34,3,4,30,5,4,8,40,4,6,9,5998.1
4_Huila_Villavieja,Clay_Loam,459.85,807.7,217.138,723.703,813.375,596.237,1.062,77,4,14,25,40,4,19.876,5,11,7,0,0,0,19,2,4,6,6157.9
4_Huila_Villavieja,Clay_Loam,468.11,719.3,194.397,735.299,826.005,631.608,0.967,81,4,16,35,36,4,19.876,5,11,12,0,0,0,22,3,4,6,6053.3
4_Huila_Villavieja,Clay_Loam,482.05,646.8,176.871,748.503,840.794,663.923,0.892,85,4,17,40,33,4,19.876,5,11,16,1,5,5,24,3,4,6,6409.5
4_Huila_Villavieja,Clay_Loam,429.39,545.3,152.561,697.365,785.782,633.221,0.754,85,8,8,13,31,3,24.744,3,4,13,1,5,5,49,6,5,10,5663.1
4_Huila_Villavieja,Clay_Loam,435.19,447.7,128.626,694.509,785.531,656.905,0.607,88,8,8,13,27,2,26.767,3,3,13,1,5,5,49,7,5,10,5825.3
4_Huila_Villavieja,Clay_Loam,444.71,442,130.433,695.476,787.619,657.186,0.601,88,8,8,13,27,2,26.767,3,3,14,2,4,5,51,8,4,10,5814.7
4_Huila_Villavieja,Clay_Loam,456.19,467.4,170.095,728.084,817.749,647.654,0.584,81,5,10,17,36,4,11.196,4,6,14,1,4,4,22,1,3,3,6222.7
4_Huila_Villavieja,Clay_Loam,463.39,403.7,150.771,730.225,823.069,672.298,0.518,83,6,10,17,33,4,11.196,4,6,18,3,4,4,26,1,3,3,6141.6
4_Huila_Villavieja,Clay_Loam,480.36,310.2,131.876,749.986,845.322,713.446,0.39,86,7,10,17,31,3,5.861,4,6,27,5,4,6,31,2,4,4,6210.5
4_Huila_Villavieja,Clay_Loam,441.42,410.9,160.916,708.847,798.072,637.156,0.573,80,5,11,18,36,3,8.681,6,9,28,4,6,9,48,6,4,6,5834.9
4_Huila_Villavieja,Clay_Loam,461.9,359.5,147.266,725.505,817.54,670.274,0.491,82,5,11,18,34,3,8.681,6,9,37,5,6,9,52,7,5,6,5853.2
4_Huila_Villavieja,Clay_Loam,472.77,338.7,141.699,732.909,828.232,686.533,0.469,85,6,10,18,31,2,9.439,6,9,41,5,7,9,53,8,4,6,5849.2
4_Huila_Villavieja,Clay_Loam,442.6,933.2,260.386,710.167,800.219,539.833,1.197,64,4,6,6,51,7,22.545,4,10,7,0,0,0,18,1,3,3,5990.4
4_Huila_Villavieja,Clay_Loam,457.35,917.2,260.711,724.586,815.99,555.279,1.143,65,4,6,7,51,7,21.53,4,10,6,0,0,0,15,0,0,0,6341
4_Huila_Villavieja,Clay_Loam,465.21,956.7,268.974,722.653,816.739,547.765,1.228,64,4,6,7,51,7,21.53,4,10,5,0,0,0,12,0,0,0,6493.4
4_Huila_Villavieja,Clay_Loam,439.57,353.1,125.92,733.308,823.468,697.548,0.453,91,6,11,22,25,2,7.1,4,4,26,1,8,8,39,6,4,8,5975.7
4_Huila_Villavieja,Clay_Loam,467.43,356.3,136.278,744.428,837.22,700.942,0.453,88,5,12,22,28,2,7.1,4,4,29,2,8,9,42,7,4,8,6397.5
4_Huila_Villavieja,Clay_Loam,490.28,352.2,136.516,747.22,843.99,707.474,0.448,89,5,12,22,27,2,8.61,4,5,31,2,8,9,44,7,4,8,6631.1
4_Huila_Villavieja,Clay_Loam,471.93,537.8,195.34,752.569,844.515,649.175,0.669,75,5,9,15,42,5,11.36,5,6,41,2,9,13,40,3,4,4,6038.4
4_Huila_Villavieja,Clay_Loam,489.08,480.7,175.543,774.442,868.065,692.522,0.6,81,6,9,15,37,4,11.637,4,5,48,2,14,24,43,4,4,4,6436
4_Huila_Villavieja,Clay_Loam,497.27,482.9,164.883,781.555,878.439,713.556,0.616,84,6,10,16,34,4,11.902,4,5,53,3,12,27,46,5,4,5,6320.5
4_Huila_Villavieja,Clay_Loam,407.83,533.9,146.02,697.951,784.706,638.686,0.704,89,9,8,17,26,1,25.975,4,4,18,2,6,6,55,8,4,6,5629.6
4_Huila_Villavieja,Clay_Loam,421.42,442.4,129.73,707.959,796.927,667.197,0.568,90,9,9,15,25,1,25.975,4,4,20,2,6,7,52,7,4,6,5913.6
4_Huila_Villavieja,Clay_Loam,438.28,457,139.619,706.447,798.095,658.476,0.595,87,10,8,14,28,2,15.454,4,4,21,3,5,7,54,7,5,6,5805.9
4_Huila_Villavieja,Clay_Loam,433.66,385,147.92,715.638,806.833,658.913,0.503,83,6,10,19,32,2,9.575,4,4,22,3,4,5,40,6,4,5,5992.9
4_Huila_Villavieja,Clay_Loam,444.2,365.1,140.093,723.904,816.03,675.937,0.469,85,6,10,19,30,2,9.575,4,4,23,3,4,5,40,6,4,5,6212.1
4_Huila_Villavieja,Clay_Loam,458.63,382.9,144.009,726.97,820.775,676.766,0.482,84,6,9,19,31,2,9.575,4,4,22,3,4,5,37,6,4,5,6244.8
4_Huila_Villavieja,Clay_Loam,443.89,530.8,150.702,711.366,799.863,649.161,0.691,89,5,11,23,27,0,NA,NA,NA,18,1,9,9,48,7,4,6,5969
4_Huila_Villavieja,Clay_Loam,450.42,607.9,165.376,709.16,799.892,634.516,0.812,87,5,11,23,29,1,24.5,4,4,13,1,3,3,49,7,4,8,6095.1
4_Huila_Villavieja,Clay_Loam,455.52,571.6,157.3,712.767,805.213,647.913,0.755,88,5,11,23,28,1,24.5,4,4,11,0,0,0,46,6,4,8,6340.8
4_Huila_Villavieja,Clay_Loam,496.94,488.4,171.173,778.506,871.739,700.566,0.589,84,5,11,25,34,3,14.811,4,5,28,3,5,8,23,1,3,3,6700.1
4_Huila_Villavieja,Clay_Loam,516.76,453.5,161.71,799.161,894.257,732.547,0.541,87,5,11,25,32,2,12.283,4,5,34,4,6,8,22,1,3,3,6950.6
4_Huila_Villavieja,Clay_Loam,529.4,397,139.699,809.062,907.517,767.818,0.477,91,5,13,25,28,2,12.283,4,5,42,5,6,9,27,1,3,3,6940
4_Huila_Villavieja,Clay_Loam,503.37,618.8,210.356,777.132,868.954,658.598,0.791,79,4,9,12,41,3,14.517,4,6,18,2,4,4,13,1,3,3,6868.9
4_Huila_Villavieja,Clay_Loam,512.64,570.9,200.355,778.768,872.234,671.879,0.743,80,5,9,12,40,3,14.517,4,6,14,1,4,4,11,1,3,3,7121.8
4_Huila_Villavieja,Clay_Loam,516.47,572.3,193.272,782.207,878.098,684.826,0.757,82,6,9,12,37,3,14.517,4,6,14,1,4,4,11,1,3,3,7233.6
4_Huila_Villavieja,Clay_Loam,468.33,533.5,170.698,749.89,844.565,673.867,0.667,81,5,11,24,35,4,20.238,4,4,20,1,3,3,33,3,3,3,5951.4
4_Huila_Villavieja,Clay_Loam,482.63,461.7,156.639,763.316,859.042,702.403,0.55,85,5,12,24,32,3,14.361,4,4,21,1,3,3,33,3,3,3,6544.3
4_Huila_Villavieja,Clay_Loam,492.26,493.5,173.806,769.98,867.427,693.621,0.579,81,5,12,24,36,4,14.171,4,4,25,1,3,3,32,3,3,3,6627.4
4_Huila_Villavieja,Clay_Loam,544.52,332.2,117.994,842.191,939.428,821.434,0.348,93,10,7,10,28,0,NA,NA,NA,40,5,5,8,19,1,4,4,7105.8
4_Huila_Villavieja,Clay_Loam,558.23,355.2,120.756,849.332,948.114,827.358,0.387,94,9,8,18,27,0,NA,NA,NA,39,4,6,14,21,1,4,4,7143.8
4_Huila_Villavieja,Clay_Loam,569.75,397.4,119.824,853.592,953.985,834.161,0.448,96,9,8,18,25,0,NA,NA,NA,43,4,7,14,23,1,4,4,7220.5
4_Huila_Villavieja,Clay_Loam,495.06,539.7,190.386,804.529,898.416,708.03,0.61,77,6,7,11,43,4,6.299,5,8,17,2,6,6,17,1,3,3,6627.2
4_Huila_Villavieja,Clay_Loam,484.48,555.2,187.286,781.362,876.528,689.242,0.659,79,7,7,11,40,3,6.374,5,8,10,1,5,5,17,1,3,3,6534.9
4_Huila_Villavieja,Clay_Loam,484.53,518.4,172.041,760.316,856.293,684.252,0.638,81,8,6,11,37,3,5.839,4,5,4,0,0,0,18,1,3,3,6484.7
4_Huila_Villavieja,Clay_Loam,477.15,478.1,160.489,737.878,829.955,669.466,0.64,84,6,9,24,33,4,19.327,3,4,10,0,0,0,24,2,3,3,6333.6
4_Huila_Villavieja,Clay_Loam,487.47,471.7,156.308,754.488,847.638,691.33,0.628,88,6,10,24,30,3,24.614,3,4,11,0,0,0,24,2,3,3,6739.4
4_Huila_Villavieja,Clay_Loam,498.06,474.1,163.395,761.384,856.279,692.884,0.641,86,6,10,24,32,3,24.614,3,4,10,0,0,0,21,1,3,3,6899.7
4_Huila_Villavieja,Clay_Loam,486.26,477.4,130.095,765.483,857.147,727.052,0.64,96,7,10,18,23,2,30.483,3,3,13,2,4,5,23,2,3,3,6713.6
4_Huila_Villavieja,Clay_Loam,499.82,510.9,130.097,772.089,865.46,735.363,0.679,97,8,9,16,22,2,36.35,3,3,16,2,4,5,25,2,3,3,6799
4_Huila_Villavieja,Clay_Loam,513.37,510.9,130.097,776.184,870.557,740.46,0.677,97,8,9,16,22,2,36.35,3,3,19,2,6,10,28,2,3,3,6953.5
4_Huila_Villavieja,Clay_Loam,412.68,724.1,183.668,714.772,799.671,616.003,0.966,88,8,7,19,29,2,21.796,4,4,25,3,7,9,43,4,4,7,5489.5
4_Huila_Villavieja,Clay_Loam,422.96,720.7,180.86,701.538,788.093,607.233,0.974,88,7,8,19,28,2,21.796,4,4,20,3,5,6,45,4,4,7,5721.7
4_Huila_Villavieja,Clay_Loam,436.81,677.5,168.268,693.297,782.574,614.306,0.932,89,6,10,19,26,2,21.796,4,4,17,2,4,6,45,5,4,7,5985.2
4_Huila_Villavieja,Clay_Loam,484.06,594.8,156.229,780.415,873.411,717.182,0.749,93,7,9,22,25,1,41.467,3,3,49,6,7,19,40,4,5,7,6419.4
4_Huila_Villavieja,Clay_Loam,505.6,587,150.81,798.022,892.687,741.877,0.744,95,6,11,33,24,1,41.467,3,3,51,5,9,26,36,3,6,7,6687.1
4_Huila_Villavieja,Clay_Loam,517.9,609.6,159.189,798.844,896.404,737.215,0.784,94,5,12,37,25,1,41.467,3,3,50,4,11,26,37,3,6,7,6435.7
4_Huila_Villavieja,Clay_Loam,440.01,426.3,150.036,700.912,789.405,639.369,0.54,86,5,11,19,30,3,17.389,3,4,18,1,3,3,55,9,4,6,5643.3
4_Huila_Villavieja,Clay_Loam,456.34,354,125.401,723.694,814.512,689.111,0.434,91,5,13,22,25,3,17.389,3,4,28,2,7,11,56,8,4,6,5854.5
4_Huila_Villavieja,Clay_Loam,466.6,365.7,131.517,735.202,829.039,697.522,0.452,90,4,16,26,26,3,17.389,3,4,36,2,12,21,60,9,4,6,5859.1
4_Huila_Villavieja,Clay_Loam,452.76,463,169.227,726.279,818.241,649.014,0.61,79,5,11,21,37,7,12.379,4,6,22,2,4,4,55,5,7,10,5790.8
4_Huila_Villavieja,Clay_Loam,461.35,408.5,149.323,731.692,826.066,676.743,0.542,82,5,13,21,33,6,9.331,4,6,29,3,6,10,60,6,6,10,6075.1
4_Huila_Villavieja,Clay_Loam,478.6,295.9,127.349,740.962,837.459,710.11,0.398,86,5,13,21,30,4,9.212,4,6,31,3,6,11,63,6,7,10,5956.5
4_Huila_Villavieja,Clay_Loam,505.54,761.4,244.672,787.806,882.738,638.066,0.863,64,3,9,11,54,5,12.608,4,8,36,4,4,5,23,2,6,7,6819.3
4_Huila_Villavieja,Clay_Loam,519.85,763.4,239.521,801.4,898.795,659.274,0.854,66,3,10,13,53,5,12.608,4,8,35,4,5,7,20,2,6,7,7098.1
4_Huila_Villavieja,Clay_Loam,540.08,645.9,212.456,813.409,913.143,700.687,0.715,70,4,10,13,49,5,12.608,4,8,43,5,6,10,23,2,6,7,7203.2
4_Huila_Villavieja,Clay_Loam,486.87,637.9,211.365,775.865,866.604,655.239,0.747,76,5,7,8,44,3,12.244,5,6,29,3,5,8,18,0,0,0,6805.7
4_Huila_Villavieja,Clay_Loam,498.99,573.4,207.913,777.7,868.534,660.621,0.672,75,4,7,8,45,3,12.244,5,6,30,3,6,10,16,0,0,0,6735.1
4_Huila_Villavieja,Clay_Loam,507.93,545.1,193.908,781.032,874.296,680.388,0.644,79,4,8,9,40,2,15.75,4,6,36,3,9,19,19,0,0,0,6676.3
4_Huila_Villavieja,Clay_Loam,478.05,699.3,212.079,752.729,843.1,631.021,0.862,76,6,8,15,42,7,14.93,4,5,10,1,5,5,20,2,3,3,6902.4
4_Huila_Villavieja,Clay_Loam,487.82,627.4,193.729,750.048,842.308,648.579,0.781,79,6,9,15,39,6,13.502,4,5,4,0,0,0,18,1,3,3,6959.2
4_Huila_Villavieja,Clay_Loam,502.52,533.7,164.923,759.834,854.45,689.527,0.654,85,6,10,20,33,5,12.587,4,5,8,1,3,3,16,1,3,3,7023
4_Huila_Villavieja,Clay_Loam,462.92,439,188.929,733.705,822.97,634.041,0.544,75,3,12,24,43,6,9.598,4,5,8,1,4,4,17,1,3,3,6550
4_Huila_Villavieja,Clay_Loam,474.8,471,197.454,742.854,834.043,636.589,0.589,73,3,12,24,45,6,9.598,4,5,8,1,4,4,16,1,3,3,6927.7
4_Huila_Villavieja,Clay_Loam,486.86,429.7,180.624,748.157,841.294,660.67,0.526,77,4,10,24,41,5,10.691,4,5,10,1,4,4,16,1,3,3,6982.5
4_Huila_Villavieja,Clay_Loam,496.88,464,153.982,799.069,894.747,740.765,0.516,85,5,11,24,33,4,13.619,4,4,59,7,7,19,40,4,4,8,6354.6
4_Huila_Villavieja,Clay_Loam,516.21,440.7,150.335,807.238,904.021,753.686,0.485,87,5,11,24,32,4,13.619,4,4,56,7,7,19,35,2,3,3,6771.9
4_Huila_Villavieja,Clay_Loam,522.63,449.4,157.576,808.011,907.427,749.851,0.496,85,4,12,24,34,4,13.619,4,4,58,7,7,19,38,3,4,6,6625.6
4_Huila_Villavieja,Clay_Loam,500.11,332.9,139.871,776.082,868.142,728.271,0.398,86,6,8,9,33,2,11.867,3,3,16,3,3,4,10,0,0,0,6924.4
4_Huila_Villavieja,Clay_Loam,517.42,327.8,136.191,794.13,888.536,752.345,0.379,86,6,8,9,33,2,11.867,3,3,21,3,3,4,9,0,0,0,7195.6
4_Huila_Villavieja,Clay_Loam,529.28,506.2,165.235,793.856,891.352,726.117,0.611,83,6,8,9,36,3,14.089,3,3,19,2,4,4,6,0,0,0,7225.8
4_Huila_Villavieja,Clay_Loam,455.53,377,156.45,739.858,831.643,675.193,0.453,81,5,10,18,36,5,10.34,3,4,29,5,4,8,29,2,7,9,5965.8
4_Huila_Villavieja,Clay_Loam,459.79,347.8,141.575,739.828,832.174,690.599,0.418,84,6,10,18,33,5,10.34,3,4,27,5,4,8,36,3,6,9,6003.1
4_Huila_Villavieja,Clay_Loam,461.69,326.8,129.438,732.533,826.736,697.298,0.394,86,8,8,18,30,5,10.34,3,4,30,5,4,8,40,4,6,9,5922
